name,selling_price,km_driven,fuel,transmission,owner,mileage,engine,seats,year
Mahindra Scorpio VLS 2.2 mHawk,400000,100000,Diesel,Manual,Third Owner,12.05 kmpl,2179 CC,7,2008
Toyota Etios VD,570000,120000,Diesel,Manual,Second Owner,23.59 kmpl,1364 CC,5,2015
Hyundai EON Era Plus,180000,120000,Petrol,Manual,Second Owner,21.1 kmpl,814 CC,5,2012
Opel Astra 1.6,68000,110000,Petrol,Manual,Third Owner,13.1 kmpl,1598 CC,5,1998
Skoda Octavia Classic 1.9 TDI MT,280000,150000,Diesel,Manual,Third Owner,18.7 kmpl,1896 CC,5,2006
Tata Indigo LS,90000,120000,Diesel,Manual,Fourth & Above Owner,16.1 kmpl,1405 CC,5,2005
Mercedes-Benz M-Class ML 250 CDI,2600000,100000,Diesel,Automatic,Second Owner,15.26 kmpl,2143 CC,5,2015
Tata Sumo Gold EX,700000,63000,Diesel,Manual,First Owner,15.3 kmpl,2956 CC,7,2018
Mercedes-Benz GLA Class 200 CDI,1850000,40000,Diesel,Automatic,Second Owner,17.9 kmpl,2143 CC,5,2016
Ford Ecosport 1.5 DV5 MT Titanium,685000,109000,Diesel,Manual,First Owner,22.7 kmpl,1498 CC,5,2015
Maruti Swift VDI Windsong Limited edition,565000,114000,Diesel,Manual,First Owner,25.2 kmpl,1248 CC,5,2015
Skoda Octavia Elegance 1.8 TSI AT,1600000,33000,Petrol,Automatic,Second Owner,14.7 kmpl,1798 CC,5,2017
Hyundai Grand i10 CRDi Asta Option,395000,160000,Diesel,Manual,Third Owner,24.0 kmpl,1120 CC,5,2014
Hyundai i20 Sportz 1.4 CRDi,425000,101000,Diesel,Manual,First Owner,21.9 kmpl,1396 CC,5,2013
Volkswagen Vento 1.5 TDI Highline BSIV,1350000,5400,Diesel,Manual,Test Drive Car,22.27 kmpl,1498 CC,5,2019
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,1950000,45000,Diesel,Automatic,Second Owner,16.38 kmpl,1995 CC,5,2016
Renault KWID AMT RXL,535000,31000,Petrol,Automatic,First Owner,24.04 kmpl,999 CC,5,2018
Renault KWID 1.0 RXT Optional,500000,31000,Petrol,Manual,First Owner,23.01 kmpl,999 CC,5,2018
Maruti Wagon R VXI Opt 1.2,434999,55000,Petrol,Manual,First Owner,20.52 kmpl,1197 CC,5,2016
Tata Nano XTA,250000,55000,Petrol,Automatic,First Owner,21.9 kmpl,624 CC,4,2018
Hyundai Verna 1.6 SX,700000,117000,Diesel,Manual,First Owner,22.32 kmpl,1582 CC,5,2014
BMW 3 Series 320d Luxury Line,1100000,102000,Diesel,Automatic,First Owner,19.62 kmpl,1995 CC,5,2010
Volkswagen Passat 2.0 TDI AT Highline,900000,108000,Diesel,Automatic,First Owner,17.42 kmpl,1968 CC,5,2012
Maruti Wagon R VXI 1.2,425000,75000,Petrol,Manual,First Owner,20.52 kmpl,1197 CC,5,2015
Mercedes-Benz E-Class E 220 CDI Avantgarde,1600000,74000,Diesel,Automatic,First Owner,10.0 kmpl,2148 CC,5,2011
Ford Figo Titanium Diesel,325000,158000,Diesel,Manual,First Owner,24.4 kmpl,1499 CC,5,2013
Isuzu MUX 2WD,2700000,10000,Diesel,Automatic,First Owner,13.8 kmpl,2999 CC,7,2019
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,40000,Diesel,Manual,First Owner,23.0 kmpl,1498 CC,5,2018
Tata Nexon 1.5 Revotorq XZA Plus,1140000,10000,Diesel,Automatic,First Owner,21.5 kmpl,1497 CC,5,2019
Tata Hexa XE,980000,53000,Diesel,Manual,First Owner,17.6 kmpl,2179 CC,7,2017
Jeep Compass 2.0 Limited Option 4X4,1920000,20000,Diesel,Manual,Second Owner,16.3 kmpl,1956 CC,5,2017
Volkswagen Polo 1.0 TSI Highline Plus,808000,5000,Petrol,Manual,First Owner,18.24 kmpl,999 CC,5,2020
Maruti Swift Dzire VXI,550000,30000,Petrol,Manual,First Owner,19.1 kmpl,1197 CC,5,2014
Maruti Alto LXi,215000,64000,Petrol,Manual,First Owner,19.7 kmpl,796 CC,5,2010
Ford Figo 1.2P Titanium Opt MT,512000,10500,Petrol,Manual,First Owner,18.16 kmpl,1196 CC,5,2016
Maruti Alto LXi,215000,50000,Petrol,Manual,Second Owner,19.7 kmpl,796 CC,5,2011
Skoda Rapid 1.6 TDI Elegance,500000,60000,Diesel,Manual,First Owner,20.5 kmpl,1598 CC,5,2012
Skoda Rapid 1.5 TDI Elegance Black Package,700000,35000,Diesel,Manual,First Owner,21.14 kmpl,1498 CC,5,2015
Tata Safari DICOR 2.2 LX 4x2,525000,135000,Diesel,Manual,First Owner,13.93 kmpl,2179 CC,7,2012
Mahindra Scorpio LX BSIV,550000,70000,Diesel,Manual,Second Owner,12.05 kmpl,2179 CC,9,2011
Maruti Vitara Brezza ZDi,750000,80000,Diesel,Manual,First Owner,24.3 kmpl,1248 CC,5,2016
Maruti Celerio X VXI Option BSIV,395000,25000,Petrol,Manual,First Owner,21.63 kmpl,998 CC,5,2017
Hyundai i20 2015-2017 Sportz 1.2,675000,5000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2017
Hyundai Santro Xing GLS,140000,80000,Petrol,Manual,Third Owner,17.92 kmpl,1086 CC,5,2008
Mahindra Scorpio VLX 2WD BSIV,430000,120000,Diesel,Manual,Second Owner,12.05 kmpl,2179 CC,8,2011
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC,5,2017
Lexus ES 300h,5150000,20000,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC,5,2019
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC,5,2017
Tata Safari Storme EX,503000,110000,Diesel,Manual,First Owner,14.1 kmpl,2179 CC,7,2015
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC,5,2019
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC,5,2016
Maruti Wagon R LXI,225000,58343,Petrol,Manual,First Owner,21.79 kmpl,998 CC,5,2013
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,First Owner,27.39 kmpl,1248 CC,5,2018
Honda Jazz VX,550000,56494,Petrol,Manual,First Owner,18.2 kmpl,1199 CC,5,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,7,2013
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2019
Toyota Etios VX,625000,25538,Petrol,Manual,First Owner,16.78 kmpl,1496 CC,5,2017
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2018
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,First Owner,24.0 kmpl,1186 CC,5,2017
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC,5,2019
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC,5,2016
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,First Owner,16.8 kmpl,1984 CC,5,2018
Toyota Etios V,270000,167000,Petrol,Manual,First Owner,,,,2011
Toyota Etios V,270000,167000,Petrol,Manual,First Owner,,,,2011
Maruti Wagon R LXI BS IV,300000,10000,Petrol,Manual,First Owner,20.51 kmpl,998 CC,5,2014
Chevrolet Sail Hatchback Diesel,355000,68000,Diesel,Manual,First Owner,22.1 kmpl,1248 CC,5,2013
Maruti Alto 800 VXI,180000,35000,Petrol,Manual,Second Owner,22.74 kmpl,796 CC,5,2015
Tata Indigo eCS VX BSIV,280000,70000,Diesel,Manual,First Owner,25.0 kmpl,1396 CC,5,2013
Tata Manza ELAN Quadrajet BS III,250000,70000,Diesel,Manual,First Owner,19.0 kmpl,1248 CC,5,2011
Tata Indica GLS BS IV,125000,50000,Petrol,Manual,First Owner,15.3 kmpl,1193 CC,5,2007
Maruti Swift VDI BSIV,150000,80000,Diesel,Manual,First Owner,,,,2006
Hyundai Santro Xing XL,95000,60898,Petrol,Manual,First Owner,,,,2006
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,810000,29700,Diesel,Manual,First Owner,25.1 kmpl,1248 CC,5,2018
Hyundai i20 1.4 Magna AT,671000,20000,Petrol,Automatic,First Owner,18.6 kmpl,1368 CC,5,2018
Maruti Alto 800 VXI,295000,20000,Petrol,Manual,First Owner,24.7 kmpl,796 CC,5,2018
Maruti Ertiga SHVS ZDI Plus,850000,40000,Diesel,Manual,First Owner,24.52 kmpl,1248 CC,7,2017
Maruti Swift ZDi,409999,90000,Diesel,Manual,First Owner,22.9 kmpl,1248 CC,5,2013
Maruti Ertiga VXI,600000,90000,Petrol,Manual,First Owner,16.02 kmpl,1373 CC,7,2015
Mahindra Bolero 2011-2019 ZLX,600000,80000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,7,2015
Maruti Wagon R LXI BSIII,220000,60000,Petrol,Manual,Third Owner,18.9 kmpl,998 CC,5,2012
Maruti Swift Dzire VDI,550000,56000,Diesel,Manual,First Owner,23.4 kmpl,1248 CC,5,2013
Mahindra Scorpio EX,650000,50000,Diesel,Manual,First Owner,14.0 kmpl,2523 CC,8,2014
Mahindra Scorpio 2009-2014 EX 2WD 9S,655000,50000,Diesel,Manual,Second Owner,14.0 kmpl,2523 CC,9,2014
Tata Sumo GX 7 Str BSII,130000,74000,Diesel,Manual,First Owner,13.7 kmpl,1948 CC,7,2006
Renault Duster 110PS Diesel RxL,400000,123000,Diesel,Manual,First Owner,19.01 kmpl,1461 CC,5,2014
Maruti Swift 1.3 LXI,250000,60000,Petrol,Manual,Third Owner,,,,2007
Maruti Alto LXi,155000,54000,Petrol,Manual,First Owner,19.7 kmpl,796 CC,5,2009
Tata Indigo CS eGLS BS IV,250000,50000,Petrol,Manual,First Owner,15.64 kmpl,1193 CC,5,2013
Hyundai Grand i10 Sportz,400000,80000,Petrol,Manual,Second Owner,18.9 kmpl,1197 CC,5,2014
Datsun GO A Option Petrol,500000,10000,Petrol,Manual,First Owner,19.02 kmpl,1198 CC,5,2019
Hyundai Santro Sportz AMT BSIV,565000,10000,Petrol,Automatic,First Owner,20.3 kmpl,1086 CC,5,2018
Ford EcoSport 1.5 Diesel Titanium BSIV,900000,40000,Diesel,Manual,First Owner,23.0 kmpl,1498 CC,5,2018
Mahindra Bolero Power Plus SLE,650000,120000,Diesel,Manual,First Owner,16.5 kmpl,1493 CC,7,2017
Mahindra Bolero 2011-2019 ZLX,600000,45000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,7,2013
Maruti Swift Dzire VDI,800000,35000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2018
Hyundai i20 Sportz 1.4 CRDi,575000,60000,Diesel,Manual,First Owner,22.54 kmpl,1396 CC,5,2015
Ford Figo 1.5P Titanium AT,550000,40000,Petrol,Automatic,First Owner,17.01 kmpl,1499 CC,5,2016
Maruti SX4 Vxi BSIV,190000,80000,Petrol,Manual,Third Owner,15.5 kmpl,1586 CC,5,2011
Ford EcoSport 1.5 Diesel Trend Plus BSIV,750000,37000,Diesel,Manual,First Owner,23.0 kmpl,1498 CC,5,2017
Maruti Baleno Delta 1.2,625000,22000,Petrol,Manual,First Owner,21.4 kmpl,1197 CC,5,2018
Hyundai i20 1.4 Asta,799000,60000,Diesel,Manual,Second Owner,22.54 kmpl,1396 CC,5,2018
Maruti Wagon R VXI BS IV,300000,57000,Petrol,Manual,Second Owner,20.51 kmpl,998 CC,5,2013
Maruti Ciaz 1.4 Alpha,850000,27000,Petrol,Manual,First Owner,20.73 kmpl,1373 CC,5,2017
Chevrolet Spark 1.0 LT,130000,70000,Petrol,Manual,First Owner,18.0 kmpl,995 CC,5,2012
Maruti Alto K10 2010-2014 VXI,229999,40000,Petrol,Manual,Second Owner,20.92 kmpl,998 CC,5,2011
Maruti Celerio ZXI,400000,60000,Petrol,Manual,First Owner,23.1 kmpl,998 CC,5,2015
Mahindra Thar CRDe,900000,35000,Diesel,Manual,First Owner,16.55 kmpl,2498 CC,6,2018
Mahindra Scorpio 1.99 S4,800000,70000,Diesel,Manual,First Owner,15.4 kmpl,1997 CC,7,2015
Hyundai EON Era Plus,250999,43000,Petrol,Manual,Second Owner,21.1 kmpl,814 CC,5,2015
Tata Manza Aqua Safire,250000,110000,Petrol,Manual,Second Owner,15.0 kmpl,1368 CC,5,2011
Fiat Punto 1.2 Active,100000,100000,Petrol,Manual,Second Owner,15.7 kmpl,1172 CC,5,2009
Maruti Swift VXI Optional,450000,64000,Petrol,Manual,First Owner,20.4 kmpl,1197 CC,5,2016
Renault Duster 85PS Diesel STD,575000,96000,Diesel,Manual,First Owner,19.87 kmpl,1461 CC,5,2017
Renault Duster 85PS Diesel RxL Optional,400000,96000,Diesel,Manual,First Owner,20.46 kmpl,1461 CC,5,2013
Maruti Celerio X ZXI BSIV,480000,7600,Petrol,Manual,First Owner,21.63 kmpl,998 CC,5,2019
Maruti Celerio X ZXI BSIV,490000,7000,Petrol,Manual,First Owner,21.63 kmpl,998 CC,5,2019
Tata Indigo LX,150000,120000,Diesel,Manual,Second Owner,17.0 kmpl,1405 CC,5,2007
Tata Bolt Quadrajet XM,600000,50000,Diesel,Manual,First Owner,22.95 kmpl,1248 CC,5,2017
Hyundai Xcent 1.1 CRDi SX Option,500000,50000,Diesel,Manual,Second Owner,24.4 kmpl,1120 CC,5,2015
Tata Zest Quadrajet 1.3 Anniversary Edition,425000,80000,Diesel,Manual,First Owner,23.0 kmpl,1248 CC,5,2015
Hyundai Accent DLS,108000,200000,Diesel,Manual,Second Owner,13.1 kmpl,1493 CC,5,2003
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,1030000,190000,Diesel,Manual,First Owner,12.99 kmpl,2494 CC,7,2015
Maruti Wagon R VXI Optional,360000,34000,Petrol,Manual,First Owner,20.51 kmpl,998 CC,5,2015
Volkswagen Polo Petrol Comfortline 1.2L,290000,80000,Petrol,Manual,Second Owner,16.47 kmpl,1198 CC,5,2012
Maruti Swift VDI,400000,72000,Diesel,Manual,First Owner,22.9 kmpl,1248 CC,5,2011
Maruti Esteem DI,70000,20000,Diesel,Manual,First Owner,15.9 kmpl,1527 CC,5,2003
Tata Sumo CX,320000,70000,Diesel,Manual,Second Owner,15.3 kmpl,2956 CC,7,2012
Ford EcoSport 1.5 Diesel Titanium BSIV,975000,30000,Diesel,Manual,First Owner,23.0 kmpl,1498 CC,5,2019
Honda City i-VTEC CVT ZX,1227000,5000,Petrol,Automatic,First Owner,18.0 kmpl,1497 CC,5,2019
Hyundai Verna 1.6 SX CRDi (O),755000,29340,Diesel,Manual,First Owner,22.32 kmpl,1582 CC,5,2014
Ford Figo Diesel LXI,215000,120000,Diesel,Manual,First Owner,20.0 kmpl,1399 CC,5,2011
Toyota Innova 2.5 G4 Diesel 7-seater,735000,200000,Diesel,Manual,Second Owner,12.8 kmpl,2494 CC,7,2011
Hyundai i10 Era,190000,70000,Petrol,Manual,Second Owner,19.81 kmpl,1086 CC,5,2007
Toyota Innova 2.5 VX (Diesel) 8 Seater,1365000,80800,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,8,2014
Honda Jazz 1.2 VX i VTEC,675000,24265,Petrol,Manual,First Owner,18.7 kmpl,1199 CC,5,2018
Maruti Swift Dzire VDI,438999,81000,Diesel,Manual,First Owner,23.4 kmpl,1248 CC,5,2014
Renault Lodgy Stepway 110PS RXZ 7S,550000,240000,Diesel,Manual,First Owner,19.98 kmpl,1461 CC,7,2015
Maruti Swift Dzire VXI,409999,35000,Petrol,Manual,First Owner,19.1 kmpl,1197 CC,5,2013
Renault KWID RXT Optional,350000,15000,Petrol,Manual,First Owner,25.17 kmpl,799 CC,5,2019
Chevrolet Beat Diesel,135000,49000,Diesel,Manual,Third Owner,25.44 kmpl,936 CC,5,2012
Toyota Innova Crysta 2.4 GX MT 8S BSIV,1490000,56900,Diesel,Manual,Second Owner,13.68 kmpl,2393 CC,8,2016
Maruti Swift VDI BSIV,520000,70000,Diesel,Manual,Second Owner,25.2 kmpl,1248 CC,5,2014
Maruti Swift Dzire VDi,315000,180000,Diesel,Manual,First Owner,19.3 kmpl,1248 CC,5,2010
Maruti A-Star Lxi,235000,50000,Petrol,Manual,First Owner,19.0 kmpl,998 CC,5,2010
Hyundai Accent GLE,80500,50000,Petrol,Manual,Third Owner,13.2 kmpl,1495 CC,5,2005
Maruti Ritz VDi,375000,88200,Diesel,Manual,First Owner,23.2 kmpl,1248 CC,5,2013
Maruti Swift VXi BSIV,189000,93000,Petrol,Manual,Second Owner,16.1 kmpl,1197 CC,5,2006
Honda Amaze E Option i-DTEC,550000,120000,Diesel,Manual,First Owner,25.8 kmpl,1498 CC,5,2017
Ford Fiesta EXi 1.4 TDCi Ltd,260000,110000,Diesel,Manual,Second Owner,17.8 kmpl,1399 CC,5,2011
Maruti Swift Dzire AMT ZDI,650000,50000,Diesel,Automatic,Second Owner,26.59 kmpl,1248 CC,5,2016
Maruti Swift Dzire VDI,480000,80000,Diesel,Manual,First Owner,23.4 kmpl,1248 CC,5,2013
Hyundai i20 Asta Option 1.4 CRDi,700000,40000,Diesel,Manual,First Owner,22.54 kmpl,1396 CC,5,2016
Maruti Ertiga VDI,650000,110000,Diesel,Manual,Third Owner,20.77 kmpl,1248 CC,7,2015
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,1300000,48000,Diesel,Manual,Second Owner,19.67 kmpl,1582 CC,5,2015
Volkswagen Jetta 2.0L TDI Highline AT,1350000,97000,Diesel,Automatic,First Owner,16.96 kmpl,1968 CC,5,2016
Volkswagen Vento 1.5 TDI Highline AT,1000000,60000,Diesel,Automatic,First Owner,22.15 kmpl,1498 CC,5,2016
Mercedes-Benz M-Class ML 350 4Matic,1700000,110000,Diesel,Automatic,Third Owner,0.0 kmpl,2987 CC,5,2011
Toyota Yaris V CVT BSIV,1080000,12800,Petrol,Automatic,First Owner,17.8 kmpl,1496 CC,5,2018
Hyundai EON D Lite,170000,40000,Petrol,Manual,First Owner,21.1 kmpl,814 CC,5,2012
Maruti Swift DDiS VDI,610000,49000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2017
Maruti Ritz VXi,350000,25000,Petrol,Manual,First Owner,18.5 kmpl,1197 CC,5,2014
Maruti Alto 800 LXI,260000,65000,Petrol,Manual,Second Owner,22.74 kmpl,796 CC,5,2016
Fiat Linea 1.3 Multijet Emotion,700000,20000,Diesel,Manual,First Owner,20.4 kmpl,1248 CC,5,2015
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,678000,17000,Petrol,Manual,First Owner,18.78 kmpl,999 CC,5,2018
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,15000,Diesel,Manual,First Owner,23.65 kmpl,1248 CC,5,2015
Toyota Etios GD,400000,120000,Diesel,Manual,Second Owner,23.59 kmpl,1364 CC,5,2014
Hyundai i20 Magna,300000,49000,Petrol,Manual,First Owner,18.5 kmpl,1197 CC,5,2010
Hyundai i20 2015-2017 Magna 1.2,520000,29000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2016
Nissan Terrano XV D Premium AMT,850000,55000,Diesel,Automatic,First Owner,19.61 kmpl,1461 CC,5,2017
Maruti Alto K10 VXI,300000,40000,Petrol,Manual,First Owner,23.95 kmpl,998 CC,5,2015
Honda City 1.5 S Inspire,350000,120000,Petrol,Manual,Second Owner,17.0 kmpl,1497 CC,5,2010
Maruti Omni LPG STD BSIV,70000,100000,LPG,Manual,Fourth & Above Owner,,,,1999
Maruti Vitara Brezza ZDi,892000,10000,Diesel,Manual,First Owner,24.3 kmpl,1248 CC,5,2019
Fiat Grande Punto Sport 90BHP,285000,70000,Diesel,Manual,Second Owner,20.3 kmpl,1248 CC,5,2012
Hyundai i10 Magna LPG,300000,60000,LPG,Manual,First Owner,19.2 km/kg,1086 CC,5,2012
Maruti Ciaz VDI SHVS,620000,90000,Diesel,Manual,First Owner,28.09 kmpl,1248 CC,5,2016
Maruti Vitara Brezza ZDi,750000,90000,Diesel,Manual,First Owner,24.3 kmpl,1248 CC,5,2017
Maruti Alto 800 LXI,270000,35000,Petrol,Manual,First Owner,22.74 kmpl,796 CC,5,2016
Maruti Ertiga ZDI,560000,90000,Diesel,Manual,First Owner,20.77 kmpl,1248 CC,7,2014
Hyundai Santro Xing GLS,300000,40000,Petrol,Manual,Second Owner,17.92 kmpl,1086 CC,5,2012
Hyundai Santro Xing GLS,300000,40000,Petrol,Manual,Second Owner,17.92 kmpl,1086 CC,5,2012
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,570000,20000,Petrol,Manual,First Owner,18.9 kmpl,1197 CC,5,2018
Tata Indigo CS eLX BS IV,220000,80000,Diesel,Manual,First Owner,23.03 kmpl,1396 CC,5,2011
Maruti SX4 Vxi BSIV,260000,99000,Petrol,Manual,Second Owner,15.5 kmpl,1586 CC,5,2012
Maruti Swift AMT VXI,600000,7500,Petrol,Automatic,First Owner,21.21 kmpl,1197 CC,5,2019
Tata Nano XE,80000,60000,Petrol,Manual,First Owner,23.9 kmpl,624 CC,4,2015
Hyundai EON Magna Plus,300000,40800,Petrol,Manual,First Owner,21.1 kmpl,814 CC,5,2016
Tata Zest Revotron 1.2T XM,300000,70000,Petrol,Manual,First Owner,17.57 kmpl,1193 CC,5,2015
Mahindra KUV 100 mFALCON G80 K8 5str,400000,100000,Petrol,Manual,First Owner,18.15 kmpl,1198 CC,5,2016
Maruti Swift VXI BSIV,550000,8588,Petrol,Manual,First Owner,22.0 kmpl,1197 CC,5,2016
Honda City i-DTEC V,1200000,40000,Diesel,Manual,First Owner,25.6 kmpl,1498 CC,5,2019
Ford Figo 1.5D Trend MT,500000,60000,Diesel,Manual,First Owner,25.83 kmpl,1498 CC,5,2015
Maruti Esteem Vxi - BSIII,93000,80000,Petrol,Manual,Third Owner,15.9 kmpl,1298 CC,5,2005
Honda City i DTEC SV,500000,110000,Diesel,Manual,First Owner,26.0 kmpl,1498 CC,5,2014
Toyota Platinum Etios 1.4 GXD,670000,150000,Diesel,Manual,First Owner,23.59 kmpl,1364 CC,5,2018
Toyota Innova 2.5 VX 7 STR,750000,120000,Diesel,Manual,Second Owner,12.8 kmpl,2494 CC,7,2012
Maruti Alto K10 VXI,370000,30000,Petrol,Manual,First Owner,23.95 kmpl,998 CC,5,2017
Maruti 800 Std,100000,70000,Petrol,Manual,Second Owner,16.1 kmpl,796 CC,4,2012
Hyundai i10 Sportz 1.1L,425000,50000,Petrol,Manual,First Owner,19.81 kmpl,1086 CC,5,2016
Toyota Innova 2.5 V Diesel 8-seater,370000,305000,Diesel,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,8,2006
Toyota Etios GD,400000,158500,Diesel,Manual,Third Owner,,,,2012
Tata New Safari DICOR 2.2 EX 4x2,229999,212000,Diesel,Manual,Third Owner,11.57 kmpl,2179 CC,7,2009
Maruti Ertiga SHVS VDI,850000,35000,Diesel,Manual,First Owner,24.52 kmpl,1248 CC,7,2016
Mahindra Verito 1.5 D4 BSIV,750000,22000,Diesel,Manual,First Owner,21.03 kmpl,1461 CC,5,2018
Tata Winger Deluxe - Flat Roof (Non-AC),235000,50000,Diesel,Manual,First Owner,10.71 kmpl,1948 CC,14,2010
Honda WR-V i-DTEC S,700000,70000,Diesel,Manual,First Owner,25.5 kmpl,1498 CC,5,2017
Hyundai Grand i10 CRDi Magna,480000,56000,Diesel,Manual,First Owner,24.0 kmpl,1120 CC,5,2016
Tata Zest Quadrajet 1.3 75PS XM,475000,50000,Diesel,Manual,First Owner,22.95 kmpl,1248 CC,5,2016
Skoda Rapid 1.5 TDI Ambition,610000,120000,Diesel,Manual,First Owner,21.14 kmpl,1498 CC,5,2015
Toyota Innova 2.5 G4 Diesel 8-seater,650000,120000,Diesel,Manual,Second Owner,12.8 kmpl,2494 CC,8,2011
Honda WR-V i-DTEC S,800000,70000,Diesel,Manual,First Owner,25.5 kmpl,1498 CC,5,2017
Tata New Safari DICOR 2.2 EX 4x2,520000,120000,Diesel,Manual,First Owner,11.57 kmpl,2179 CC,7,2015
Tata Indica V2 eLS,160000,90000,Diesel,Manual,First Owner,25.0 kmpl,1396 CC,5,2014
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,1000000,70000,Diesel,Manual,First Owner,25.1 kmpl,1248 CC,5,2018
Maruti Ertiga VDI,700000,120000,Diesel,Manual,Second Owner,20.77 kmpl,1248 CC,7,2015
Honda Amaze S i-DTEC,590000,70000,Diesel,Manual,Second Owner,25.8 kmpl,1498 CC,5,2017
Maruti Wagon R VXI,140000,80000,Petrol,Manual,Second Owner,18.9 kmpl,998 CC,5,2002
Mahindra TUV 300 mHAWK100 T8,725000,100000,Diesel,Manual,Second Owner,18.49 kmpl,1493 CC,7,2017
Toyota Innova Crysta 2.4 ZX MT BSIV,1680000,157000,Diesel,Manual,First Owner,13.68 kmpl,2393 CC,7,2017
Maruti Swift Dzire VDI,550000,50000,Diesel,Manual,First Owner,26.59 kmpl,1248 CC,5,2015
Maruti Ritz VDi,240000,90000,Diesel,Manual,Second Owner,23.2 kmpl,1248 CC,5,2012
Chevrolet Captiva 2.2 LT,667000,65000,Diesel,Manual,First Owner,14.6 kmpl,2231 CC,7,2013
Honda Jazz 1.5 S i DTEC,670000,50000,Diesel,Manual,First Owner,27.3 kmpl,1498 CC,5,2017
Maruti Swift Dzire VDI,550000,110000,Diesel,Manual,First Owner,26.59 kmpl,1248 CC,5,2015
Maruti Celerio ZXI,400000,30000,Petrol,Manual,First Owner,23.1 kmpl,998 CC,5,2015
Hyundai Verna 1.6 SX,545000,80000,Diesel,Manual,Second Owner,22.32 kmpl,1582 CC,5,2014
Maruti Ertiga LXI,599000,70000,Petrol,Manual,First Owner,16.02 kmpl,1373 CC,7,2015
Hyundai Creta 1.4 CRDi S,725000,100000,Diesel,Manual,First Owner,21.38 kmpl,1396 CC,5,2016
Honda City i VTEC V,525000,120000,Petrol,Manual,Second Owner,17.4 kmpl,1497 CC,5,2015
Maruti Ritz VDi,204999,85000,Diesel,Manual,Second Owner,21.1 kmpl,1248 CC,5,2011
Skoda Fabia Scout 1.2 TDI,190000,110000,Diesel,Manual,First Owner,21.0 kmpl,1199 CC,5,2012
Hyundai Grand i10 CRDi Sportz,310000,60000,Diesel,Manual,Fourth & Above Owner,24.0 kmpl,1120 CC,5,2015
Hyundai Grand i10 CRDi Sportz,380000,90000,Diesel,Manual,Second Owner,24.0 kmpl,1120 CC,5,2016
Maruti Alto K10 2010-2014 VXI,204000,110000,Petrol,Manual,Third Owner,20.92 kmpl,998 CC,5,2012
Hyundai EON 1.0 Era Plus,350000,25000,Petrol,Manual,First Owner,20.3 kmpl,998 CC,5,2018
Volkswagen Vento Diesel Highline,350000,100000,Diesel,Manual,First Owner,20.54 kmpl,1598 CC,5,2013
Ford Figo Diesel Titanium,175000,120000,Diesel,Manual,Second Owner,20.0 kmpl,1399 CC,5,2012
Volkswagen Vento Diesel Highline,340000,90000,Diesel,Manual,First Owner,20.54 kmpl,1598 CC,5,2011
Honda City i-VTEC VX,950000,35000,Petrol,Manual,First Owner,17.4 kmpl,1497 CC,5,2017
